"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW) (at 2000 hrs; from RLDCs)","46329","43636","41730","20746","2412","154853"
"Peak Shortage (MW)","466","125","225","404","247","1467"
"Energy Met (MU)","1030","1054","980","440","50","3553"
"Hydro Gen (MU)","345","64","162","116","24","711"
"Wind Gen (MU)","13","52","41","----------","----------","106"
"Solar Gen (MU)*","17.20","11.9","59.29","0.46","0.02","89"
"Energy Shortage (MU)","9.4","0.3","0.9","1.2","1.9","13.8"
"Maximum Demand Met during the day (MW) & time (from NLDC SCADA)","46925","47543","42717","21220","2442","155868"
"","19:44","11:18","11:55","20:29","18:35","19:42"
